"Title","ID","Page Types","slug","Author","pageOwner","Methods","Domains","Person","Project","Organisation","Files","Internal Links","Description","Country Tag","Activity","Person Type","Person Project Coordonation","Person Project Participation","Person Organisation","Person Organisation Roles","Person Organisation - Former","Person Organisation Roles Former","External Links","Organisation Type","Organisation Project","Organisation Project Roles","Organisation People","Organisation People Roles","Organisation Has Member","Organisation Member Of","Organisation Established Date","Project Funded","Project Coordinator","Project Participant Team","Project Organisation","Project Organisation Roles","Project Start Date","Project End Date","Post Content Rich 1","Post Content Rich 2","Post Content Rich 3","Post Content Rich 4","Post Content Rich 5","Post Content Rich 6","Post Content Rich 7","Post Content Rich 8","Post Content Rich 9","Post Content Rich 10","Post Image 1","Post Image 2","Post Image 3","Post Image 4","Post Image 5","Post Image 6","Post Image 7","Post Image 8","Post Image 9","Post Image 10","Media Files","HomePageConfig_featuredOrganisations","HomePageConfig_featuredProjects","HomePageConfig_featuredPeople","Linkedin Link","Website Link","Research Gate Link","ORCID Link","Created Date","Updated Date","Owner"
"Strategic Foresight for Sustainability","27c14600-5f0e-4f3b-a484-bac1c667e354","[""fcb0cbbc-98a5-4743-8c8b-1cb1c8326a85""]","strategic-foresight-for-sustainability-m6jz8","[""bb6d79aa-1062-45eb-b889-1f509e9db78d""]","[""bb6d79aa-1062-45eb-b889-1f509e9db78d""]",,"[""0b4ebe18-ea9c-426c-970b-00f3b67a1334"",""255f22bd-fa84-4b93-a1f3-df2944b48ffa"",""b343c328-93ce-4072-b852-979354883db8"",""fca15479-fa61-4bac-9600-c327f6ccb1c2"",""2ceb4abf-2b73-4a2d-b2c3-4d4468d94f4a"",""b5791a5e-8819-4afe-b69b-97aaed7f7565"",""b5ca1e23-5548-4d91-adfe-eeb08f2062a6""]",,"[""95c3bf6f-db55-41c2-80a7-f5ab9bbc38f3""]",,,,,"[""9a950cb8-7b45-412c-9b50-9b326292e09e""]",,,,,,,,,,,,,,,,,,"[""f80d06e4-b326-4364-b250-0afa1fc777f3""]",,"[""bb6d79aa-1062-45eb-b889-1f509e9db78d""]","[""7147d72d-6982-460f-ad1d-0ba8b140b06e"",""5f459c96-4fb9-40e1-aa9d-0553ad7e997d"",""b8f5593f-cce9-416d-8219-e9ee55e3c6b0"",""25d719d5-e1dc-447c-a162-db43b3f00bcc"",""026faf88-9bdc-47d8-9b81-3e4a7358c4bb"",""4a24fbff-eab7-4ad8-b686-dbc8bfd0a495"",""04c5f705-a600-4a8c-9d29-2cb1eecfe4b2"",""eea4c623-07c5-43ab-9c2e-011ebe354c8f"",""552be7da-8367-4d8b-8915-5b66e56687f1"",""20a23700-462e-466c-b802-d6d801a00e6e"",""e1e8b138-3873-471c-b8fa-d9595bc6446e"",""4840dc8b-4a3c-426a-8f32-d7c45ed5e603"",""7eca8476-4b92-4aed-8785-19e21b345c2d"",""f870937d-fc3f-4c7e-93f9-2a43df925230"",""30a45453-f2b9-4498-8b7d-e91a3ec31d05"",""12d9a2f9-046c-437f-862a-08dfc02ca28d"",""1dce5504-5bcc-4643-8da3-1bd001177a2f"",""5e3c021a-8f0e-4ff6-bea7-4b374cdd4446""]","[{""organisation"":""Designskolen Kolding"",""role"":""Lead""},{""organisation"":""ISPIM"",""role"":""""},{""organisation"":""GEA College"",""role"":""""},{""organisation"":""IZT"",""role"":""""},{""organisation"":""Media University of Applied Sciences"",""role"":""""},{""organisation"":""Finland Futures Research Centre"",""role"":""""},{""organisation"":""Estonian Design Centre"",""role"":""""},{""organisation"":""EDHEC"",""role"":""""},{""organisation"":""TAL TECH"",""role"":""""},{""organisation"":""AIRBUS"",""role"":""""},{""organisation"":""MIDT"",""role"":""""},{""organisation"":""Nordic Foodtech"",""role"":""""},{""organisation"":""Help Alliance"",""role"":""""},{""organisation"":""COMODULE"",""role"":""""},{""organisation"":""North Estonia Medical Centre"",""role"":""""},{""organisation"":""La Muu"",""role"":""""},{""organisation"":""Michelin"",""role"":""""},{""organisation"":""Peter Larsen Kaffe"",""role"":""""},{""organisation"":"""",""role"":""""}]","2022-06-30T21:00:00.000Z","2025-05-31T21:00:00.000Z","<p>SF4S is a collaborative action with partners from <a href=""https://academiccareermaps.org/glossary/higher-education-institution-hei"" target=""_blank"">Higher Education institutions</a>  (HEIs), Vocational Education and Training (VET) providers, innovation networks and business entities from the Agri-food, Health and the Mobility sectors.</p>
","<p>Carried out between July 2022 - June 2025,  SF4S supports our transition to a more sustainable European economy by helping to address the lack of green, digital and future (i.e. sustainability foresight) skills among students and professionals and by connecting knowledge flows between HEI, VET and industry actors that are necessary for Europe to develop cooperative solutions on a large-scale and support the recommendations for action in the major reports and initiatives: Green Deal, NextGenerationEU, European Skills Agenda and OECD Future of Education and Skills 2030.</p>
","<p></p>
",,,,,,,,"{""url"":""https://static.wixstatic.com/media/471908_c88b1065018a4ee78fd9c38ffb25b597~mv2.webp"",""caption"":""""}","{""url"":"" "",""caption"":""""}",,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2024-10-30T15:14:18Z,2025-01-24T08:11:40Z,"d3268e01-e2ba-455a-81c4-d86515cf97f8"
"Effie Amanatidou","27f84080-b2b4-49a8-8034-6b7cc39a13fd","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","effie-amanatidou-b5iq8","[""7761c491-0adc-4c2f-aa91-599a3699f3fa""]","[""7761c491-0adc-4c2f-aa91-599a3699f3fa""]","[""3c4917d4-7467-4fef-a6a3-af7b61b9e196"",""5debdc5d-652a-4130-a24b-49a3ec66ee66"",""932d682a-b111-46b2-b6a5-aade8c598da6"",""6c84e284-84b3-49dd-938d-3a5d8a9f7259"",""f0c6523a-d803-4dc9-83ad-b5415d395997"",""310e47a9-a0b4-44ec-b8ec-c6e01648d9f7"",""4d70b724-fb97-46ef-92c2-86a348255ac5"",""619268f4-d17b-44d3-83c5-25269c71831b""]","[""6f7469f2-f328-4a77-9090-123cb9fd5de4"",""20483ea8-1e97-4b0b-ad05-86fb7412749e"",""dfef94c1-0a2b-4305-be91-66ace52b285b""]","[""7761c491-0adc-4c2f-aa91-599a3699f3fa""]",,,,,"<p></p>
",,"[""c48dc03b-8b35-4b17-805d-d3750d17568f"",""0328a866-26be-4e56-a301-4150e8e49637"",""6fe782a4-be1b-4f23-b990-c828eab06793""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-01-24T14:15:25Z,2025-02-02T11:11:33Z,"8e716beb-2d5a-48fb-9b10-2e9add8d0ff3"
"Vlad Mărghitaș","286628a5-bbb7-425b-a634-ba0560c3aae3","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","vlad-mrghita-vf38l","[""c2a8244b-09d2-4689-899d-2ca144e268eb""]","[""c2a8244b-09d2-4689-899d-2ca144e268eb""]",,"[""6f7469f2-f328-4a77-9090-123cb9fd5de4"",""7dfe0a05-0c2e-4356-af67-481ff3b5cd40"",""fca15479-fa61-4bac-9600-c327f6ccb1c2"",""135c2467-64d0-47f9-85a2-7949029f92d0""]","[""c2a8244b-09d2-4689-899d-2ca144e268eb""]",,,,,"<p>Clinical Psychologist and Psychotherapist, PhD Candidate, Associated Lecturer, human being in a journey to create meaning&nbsp;</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-10-16T08:35:12Z,2025-10-16T08:35:12Z,"41bcc231-b474-4b3c-9167-02857164abec"
"Corina Murafa","2881620b-e8fa-4bd8-8e23-1b1082517b03","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","corina-murafa-4coin","[""1b7270c4-70ac-435f-be8f-0931dcbbe8b8""]","[""1b7270c4-70ac-435f-be8f-0931dcbbe8b8"",""d5357589-65fd-456f-a506-7a4d1275451c"",""79e69062-1f22-4acd-bd5c-b4b0f17a3dad""]",,,"[""1b7270c4-70ac-435f-be8f-0931dcbbe8b8""]",,,,,,"[""e4cab9c4-7f21-4ec6-88ad-7aa8698612f4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-18T16:12:10Z,2024-11-18T16:12:10Z,
"FOD EEA Urban Mobility","28b1948b-f6ff-4760-8c18-c68c57d0ee50","[""fcb0cbbc-98a5-4743-8c8b-1cb1c8326a85""]","fod-eea-urban-mobility-e4tsu","[""98dbf692-1c5a-47f2-8b35-238ed1fb1275""]","[""98dbf692-1c5a-47f2-8b35-238ed1fb1275""]","[""b1d63812-7f03-4fa0-bfc7-b8d89363baa8""]","[""21181beb-717e-44c5-aa42-1497a9ab763c"",""b343c328-93ce-4072-b852-979354883db8"",""255f22bd-fa84-4b93-a1f3-df2944b48ffa""]",,"[""8f5e3287-6a14-4511-8046-62c1c85b5587""]",,,,,"[""e1b13728-5253-484b-92d6-0c451813adff""]",,,,,,,,,,,,,,,,,,,,,,,"2020-11-30T23:00:00.000Z","2021-10-31T23:00:00.000Z","<p>FOD EEA Urban Mobility 1:</p>
<p>The aim of the project was to scan the horizon for emerging issues that may affect what urban mobility might look like in Europe in 2050. Furthermore, implications of these possible developments for air quality, greenhouse gas (GHG) emissions, noise, land use, and in turn for the health and well-being of the inhabitants of European cities were explored. The emerging issues identified contributed to some of the key questions that were identified as part of the EEA’s urban Sustainability Conceptual Framework, such as how cities can look past the personal car era and reimagine their streets as pathway for recovery, built around walking, biking, and public transit. The outcomes of the project included six factsheets on emerging issues related to urban mobility and their impact on health and the environment, including trends, uncertainties and impacts for environment, health and related policy making, including sources of evidence, as well as three possible narratives with visuals on urban mobility in 2050, where two or more of the emerging issues are combined in different but meaningful ways, and a final short report describing the methodology and references used.</p>
<p>FOD EEA Urban Mobility 2:</p>
<p>The purpose of the project was to strengthen the outputs of the previous contract (European urban mobility 2050), which covered a horizon scan for emerging issues that may affect what urban mobility might look like in Europe in 2050. Specifically, the study produced a strengthened and enriched version of the six emerging issues identified and developed in the previous contract, two additional emerging issues identified as part of the previous contract but not developed, namely ‘New and upcoming business models for delivery and mobility‘, and ‘Combination of V2X and IoT’, mind-map representations of the three narratives identified in the previous contract illustrating the key elements, connections and implications on health and environment at three spatial levels: individual, city, and regional / network of cities, and a 4-page briefing that summarises the process and outputs from this contract and the previous one. The briefing was designed to inform EEA’s audience of the ongoing forward-looking work associated with urban mobility.<br></p>
","<p></p>
",,,,,,,,,"{""url"":"" "",""caption"":""""}",,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-01-29T12:12:58Z,2025-01-30T09:53:51Z,"5ed9d078-986c-4140-b299-d4fb545a0176"
"FOD Future Assumptions","28d84bcd-3771-4158-b8c2-947f9836f4c2","[""fcb0cbbc-98a5-4743-8c8b-1cb1c8326a85""]","fod-future-assumptions-ukgxq","[""98dbf692-1c5a-47f2-8b35-238ed1fb1275""]","[""98dbf692-1c5a-47f2-8b35-238ed1fb1275""]","[""5debdc5d-652a-4130-a24b-49a3ec66ee66""]","[""74f1a07e-9754-4e06-9091-30d0d7d4e667""]",,"[""45ed90dd-eb41-45d2-96a9-4f8007340288""]",,,,,"[""e1b13728-5253-484b-92d6-0c451813adff""]",,,,,,,,,,,,,,,,,,,,,,,"2021-10-31T23:00:00.000Z","2022-08-31T22:00:00.000Z","<p>The objective of the service is to scan the current HE Work Pro-gramme 2021-2022 for assumptions and expectations about the future, compare them with the impact chains of the Horizon Europe Strategic Plan, and conduct a Delphi survey of experts to provide an analysis of the likely time of realization and influential factors. On this basis, the study aimed to challenge, qualify and ultimately improve the potential of work-programme provisions to shape the future.</p>
","<p></p>
",,,,,,,,,"{""url"":"" "",""caption"":""""}",,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-01-29T10:50:14Z,2025-01-30T11:15:51Z,"5ed9d078-986c-4140-b299-d4fb545a0176"
"ISINNOVA","2902d94b-960c-4a88-8b3c-793637e6db03","[""e0e12984-c4f3-4800-b201-3cdf4c4a01e8""]","isinnova-arh1o","[""2865017b-34f3-43e5-9a3e-129b48af5e04""]","[""2865017b-34f3-43e5-9a3e-129b48af5e04""]","[""62ab648a-382e-45eb-8833-bc7f49f9b53a"",""d891b656-e466-4d71-818d-f0bad2c33baa"",""f0c6523a-d803-4dc9-83ad-b5415d395997"",""6f371990-ffe7-4ded-8d1e-9e975d6df857"",""61d97d6d-dbd4-41a9-a61d-3e82d6b63b79"",""d86d878d-d647-4b6f-8473-72550e3f34df"",""6c84e284-84b3-49dd-938d-3a5d8a9f7259"",""619268f4-d17b-44d3-83c5-25269c71831b"",""b1d63812-7f03-4fa0-bfc7-b8d89363baa8"",""310e47a9-a0b4-44ec-b8ec-c6e01648d9f7"",""133cc9da-19a4-484d-af28-63184ba197f3"",""8e33b625-2cdf-4e19-bd56-6c032da33926"",""07a42a99-bf45-48a7-bf77-764200da0bff"",""9f1bd70a-cea1-4a1a-8f71-948c94e00513"",""3c4917d4-7467-4fef-a6a3-af7b61b9e196"",""4b50f8f9-78e7-466d-ba0e-446731c1dfd0"",""46852406-fd55-4a9a-8222-d91c3595110a"",""2334e1f6-02d5-451a-bc36-b2af4777d99e"",""dda76cda-872f-4340-9052-b1db8dec90f8"",""5debdc5d-652a-4130-a24b-49a3ec66ee66"",""33bb4d88-50ec-475e-942e-482465054484"",""3886c659-e84d-44eb-96b9-21acc6d65a09"",""36e5f3ff-5089-46ea-8d43-ae291ee9bd24"",""f17b8201-5b2f-4b91-914e-0d266ea1312a"",""3797438d-d617-4a6d-930f-8bd031377ed8""]","[""74f1a07e-9754-4e06-9091-30d0d7d4e667"",""9fc4e030-af14-4758-b196-a6e944f572a4"",""6f7469f2-f328-4a77-9090-123cb9fd5de4"",""0e1048be-630f-424c-806d-bb2aac576213"",""21181beb-717e-44c5-aa42-1497a9ab763c"",""b43f4e42-15ce-4719-8df3-9aec8bf5fcdb"",""3e20987c-c439-4214-bfff-515f49d8a65f"",""fca15479-fa61-4bac-9600-c327f6ccb1c2"",""0b4ebe18-ea9c-426c-970b-00f3b67a1334"",""96eac4f5-c18b-4b73-a6fb-9c0ea2b5740c"",""2ceb4abf-2b73-4a2d-b2c3-4d4468d94f4a"",""032df82d-ed3b-4bff-b531-8b77e958e6ae"",""255f22bd-fa84-4b93-a1f3-df2944b48ffa"",""2e9e1f8b-bc85-4f7a-a16b-91f106b4fa75"",""160f556b-6e6f-4957-a2b6-12a30f8a2d58"",""b6eb6f2d-beae-4471-b980-95b11d48b675"",""962519e8-b820-4294-9262-7baa3aeb8646"",""20483ea8-1e97-4b0b-ad05-86fb7412749e"",""dfef94c1-0a2b-4305-be91-66ace52b285b"",""ccab10d2-99ff-41f0-a5f3-5675d3516a3c"",""65c13636-43ef-49bd-a409-3b05ebd7d3bf"",""b343c328-93ce-4072-b852-979354883db8"",""a9f52ad9-3130-423e-9e44-e28c0316f566"",""2abe207e-52d1-467a-9676-95fde458aaac"",""b9a9da6d-25f2-4cac-a9cf-5e9d1775d520"",""878dc6c9-9211-499f-81ae-a9f063bf5081"",""8844f31a-e322-4da6-91c1-7dfdc8a6b68c"",""64216523-dbc5-4729-84c4-d182eb324fd9"",""84d1f0c0-ee82-4357-b51d-31c2c824410d"",""b1a92b94-70ce-4362-8923-6960e68ab190"",""9549b673-cb34-4976-a369-5ab7e0d99b59"",""b7a75255-0e72-4a39-8baa-2c43226f28b3"",""30f5285f-3d2c-47e1-8111-8b5bdfe5c0ca"",""1fe4dd25-6f55-464b-bcda-044ccaf7409c"",""ef1fc150-c578-4289-99c9-5a09f97ab11d"",""16c78334-f5a2-4b40-845f-4af034c95ee9"",""b5ca1e23-5548-4d91-adfe-eeb08f2062a6""]",,,"[""d3fb10bb-0c2b-4902-b677-d43970198c35""]",,,,"[""f1763107-ed68-48ce-96ee-53480a677461""]",,,,,,,,,,"[""3bb47c34-b69e-4f67-96ce-46cfde43bac4"",""8b062988-719c-4090-b172-aeddf756ffa2""]",,,,,,"[""61191b59-911a-43a3-8909-9a93d4049840"",""061c1c9a-be7b-42a1-b31b-47901f45a00c""]","1971",,,,,,,,"<p><strong><em>Delivering solutions for a more sustainable future</em></strong></p>
<p>ISINNOVA provides research services and strategic consultancy to public and private actors pursuing sustainable visions, solutions, and policies.<br><br><em>Five Pillars of Our Approach<br></em><br>1. <strong>Anticipate</strong> – Apply systems thinking and foresight methodologies to identify emerging challenges, reveal interdependencies, and inform proactive, future-resilient strategies.<br><br>2. <strong>Integrate</strong> – Connect disciplines, sectors, and knowledge systems to foster richer analysis and tackle complex challenges holistically.<br> <br>3. <strong>Align</strong> – Ensure research, innovation, and governance processes reflect the values, priorities, and needs of society through ethical, participatory, and responsible approaches.<br><br>4. <strong>Co-create</strong> – Engage diverse stakeholders — researchers, policymakers, citizens, and industry — in collaborative processes to design solutions that are inclusive, relevant, and impactful.<br><br>5. <strong>Transform</strong> – Drive systemic change by translating shared knowledge and co-created solutions into sustainable, scalable actions, supported by continuous assessment to ensure applicability, effectiveness, and long-term value.</p>
","<p><em>Track Record</em></p>
<ul>
<li><strong>50+ years in the game</strong> (and counting).</li>
<li>Involved in <strong>over 130 research projects </strong>(ISINNOVA designs, develops, and manages sector-specific &amp; cross-sector EU and global projects)</li>
<li><strong>15 staff members with multidisciplinary backgrounds</strong> (engineering, statistics, economics, politics, law, social sciences, computer science and media studies)<br></li>
</ul>
<p></p>
","<p></p>
",,,,,,,,"{""url"":""https://static.wixstatic.com/media/471908_d7c33ff8845344bcafb7d0b7d8ef82f6~mv2.png"",""caption"":""""}","{""url"":"" "",""caption"":""""}",,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-04-03T09:19:44Z,2025-04-30T08:14:19Z,"181fccab-57d0-41cc-8818-718156f0117f"
"Rosa Berndt","29224dcf-3b35-47ad-afda-eacc7f320777","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","rosa-berndt-0i5ov","[""fd90b55d-03fb-4207-be04-fad841db3074""]","[""fd90b55d-03fb-4207-be04-fad841db3074"",""d5357589-65fd-456f-a506-7a4d1275451c"",""79e69062-1f22-4acd-bd5c-b4b0f17a3dad""]",,"[""16c78334-f5a2-4b40-845f-4af034c95ee9"",""efa0e29d-99f2-4ffd-b390-9d3ba0b78bbe"",""6f7469f2-f328-4a77-9090-123cb9fd5de4"",""fbc8b693-f1b1-496a-8591-769ad797ad0d"",""b43f4e42-15ce-4719-8df3-9aec8bf5fcdb"",""9fc4e030-af14-4758-b196-a6e944f572a4"",""b99431d0-ed19-4f73-bc7c-fae45125034a"",""b6eb6f2d-beae-4471-b980-95b11d48b675"",""3e20987c-c439-4214-bfff-515f49d8a65f"",""223ac996-74f6-4b45-b3e0-3979932ffb76"",""fca15479-fa61-4bac-9600-c327f6ccb1c2"",""227cca52-1c3a-455b-8cc8-97f5491df8dd""]","[""fd90b55d-03fb-4207-be04-fad841db3074""]",,,,,"<p>Rosa Berndt is a futures researcher (M.A. FU Berlin) and communication scientist (B.A. UdK Berlin). With a profound understanding of the dynamics shaping tomorrow, she develops innovative strategies that merge artistic exploration with scientific rigor to address complex challenges and envision alternative solutions. As Head of Futures Strategies, Participation, and Transformation at the Berlin 2037 Foundation, as well as an independent consultant, moderator and speaker, Rosa is dedicated to questioning established ways of thinking and enabling individuals to actively engage in shaping change.<br><br>By integrating art, science, and cutting-edge methods like virtual reality and collaborative design, Rosa translates abstract visions into tangible frameworks for action. Through her interactive workshops Rosa creates spaces where wishes, hopes, and transformative ideas can flourish, empowering people to imagine and shape futures filled with possibility.</p>
","[""24e5e426-7a0f-46eb-80e5-f4f6c46bdfff""]","[""74fbdf38-08bf-4cf3-8098-17cc3c6e78f6"",""c48dc03b-8b35-4b17-805d-d3750d17568f"",""9fc4e030-af14-4758-b196-a6e944f572a4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2024-11-18T16:07:12Z,2025-01-27T08:37:59Z,
"Rene von Schomberg","2923b09d-621b-4dad-864a-995f14f10ccc","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","rene-von-schomberg-1g44v","[""75f837ad-c742-409b-b0e2-1128ee09f621""]","[""75f837ad-c742-409b-b0e2-1128ee09f621"",""d5357589-65fd-456f-a506-7a4d1275451c"",""79e69062-1f22-4acd-bd5c-b4b0f17a3dad""]",,"[""efa0e29d-99f2-4ffd-b390-9d3ba0b78bbe"",""cd8d4c69-f51c-4aa1-89dc-c713eafb0176"",""aabf91d1-1e59-4901-95d9-dc90a031c04b"",""c5e51dbf-32ab-48c4-b1fd-d93d50b0e917"",""181c91b0-ed13-40a9-8c45-077c30a6b4ad"",""81032609-aead-4db7-8ff2-f5b086910c38"",""f1c03a86-eb9d-43be-a5d3-9a727971efbd""]","[""75f837ad-c742-409b-b0e2-1128ee09f621""]",,,,,"<p></p>
","[""24e5e426-7a0f-46eb-80e5-f4f6c46bdfff""]","[""c48dc03b-8b35-4b17-805d-d3750d17568f""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,"https://www.linkedin.com/in/renevonschomberg","https://renevonschomberg.wordpress.com",,,2024-11-18T16:06:57Z,2024-12-13T09:08:22Z,
"Ķùps Mahñ","296863b0-de26-4c25-88e1-3e133899a53c","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","ps-mah-y3j7v","[""ad5e08ba-956b-47ed-97da-4297e7298c58""]","[""ad5e08ba-956b-47ed-97da-4297e7298c58"",""d5357589-65fd-456f-a506-7a4d1275451c"",""79e69062-1f22-4acd-bd5c-b4b0f17a3dad""]",,,"[""ad5e08ba-956b-47ed-97da-4297e7298c58""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-18T16:06:53Z,2024-11-18T16:06:53Z,
"Miguel Peco-Yeste","2988888b-5063-45a2-abd8-898f107b0795",,"miguel-peco-yeste-4subc","[""34434562-fba4-4a14-a661-ba927ab22a11""]",,,,"[""34434562-fba4-4a14-a661-ba927ab22a11""]",,,,,"<p>Innovative and strategic-minded professional with a robust politico-military background. Passionate about generating original ideas and translating them into practical solutions for complex security and defence challenges. I combine traditional expertise with anticipatory thinking to help organizations navigate and shape future landscapes.<br><br></p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-05-11T09:04:57Z,2025-05-11T09:04:57Z,"61ba0846-3e44-40cf-b580-49de39adb03b"
"Aureli SORIA-FRISCH","298def00-7569-4bab-a183-1dd861c11c28","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","aureli-soria-frisch-30t7i","[""40d5d7fe-6745-4f91-9fd8-e5ce90b4fe2c""]","[""40d5d7fe-6745-4f91-9fd8-e5ce90b4fe2c"",""d5357589-65fd-456f-a506-7a4d1275451c"",""79e69062-1f22-4acd-bd5c-b4b0f17a3dad""]",,"[""cb0ba433-0940-4397-bce8-680c9229cbfb"",""3a625e67-6818-474d-9b04-40839dc2fb06"",""503fa1d0-2641-4af3-ab51-6cc62e753003"",""109c48cc-1ef1-4b62-96f1-3f5f4c16e610""]","[""40d5d7fe-6745-4f91-9fd8-e5ce90b4fe2c""]",,,,,"<p></p>
","[""e0b7f833-7a38-4338-90f2-d0ce0a8f86b1""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2024-11-18T16:11:08Z,2024-12-27T08:46:50Z,
"Pedro Linares","2a1cfd9c-f9ae-48e1-b50b-df7fdd56729e","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","pedro-linares-zppga","[""f1165f4e-11c4-4dc4-b8e8-63441f73f370""]","[""f1165f4e-11c4-4dc4-b8e8-63441f73f370""]","[""3c4917d4-7467-4fef-a6a3-af7b61b9e196"",""dda76cda-872f-4340-9052-b1db8dec90f8"",""d891b656-e466-4d71-818d-f0bad2c33baa""]","[""21181beb-717e-44c5-aa42-1497a9ab763c"",""160f556b-6e6f-4957-a2b6-12a30f8a2d58""]","[""f1165f4e-11c4-4dc4-b8e8-63441f73f370""]",,,,,"<p></p>
","[""e0b7f833-7a38-4338-90f2-d0ce0a8f86b1""]","[""268291b8-7304-4e5a-a2d4-1cf12eb5fb9d""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-04-12T14:40:06Z,2025-04-12T14:40:06Z,"48750fcf-6fac-4119-8290-89b34986027e"
